CODE,Slide,Cross,Decay,Pathogen,Hyphae,None.Path,,Arbuscules,Vesicles,M_Hyphae,None.Myc,,Herbivory,None.Herb,,notes
,3,11,,,1,,,,,1,,,,1,,
,3,12,,,1,,,,,,1,,,1,,
,3,13,,,,1,,1,,,,,,1,,
,3,14,,,1,,,,,1,,,,1,,
,3,15,,,1,,,,,1,,,,1,,
,3,16,,,1,,,,,1,,,,1,,
,3,17,,,1,,,,,1,,,,1,,
,3,18,,,1,,,,,1,,,,1,,
,3,19,,,1,,,,,,1,,,1,,
,3,20,,,1,,,,,1,,,,1,,
,3,21,,,1,,,,,,1,,,1,,
,3,22,,,1,,,,,1,,,,1,,
,3,23,,,1,,,,,1,,,,1,,
,3,24,,,1,,,,,1,,,,1,,
,3,25,,,1,,,,,1,,,,1,,
,3,26,,,,1,,,,1,,,,1,,
,3,27,,,1,,,,,1,,,,1,,
,3,28,,,1,,,,,1,,,,1,,
,3,29,,,1,,,,,1,,,,1,,
,3,30,,,1,,,,,1,,,,1,,
,3,31,1,,,,,,,,1,,,1,,
,3,32,,,1,,,,,,1,,,1,,
,3,33,,,,1,,,,1,,,,1,,
,3,34,,,1,,,,,,1,,,1,,
,3,35,,,1,,,,,,1,,,1,,
,3,36,,,1,,,,,,1,,,1,,
,3,37,,,1,,,,,,1,,,1,,
,3,38,,,1,,,,,,1,,,1,,
,Total slide 1,,1,1,18,13,,4,2,19,8,,0,33,,
,Total slide 2,,0,0,20,9,,2,3,16,8,,0,29,,
,Total slide 3,,1,0,29,8,,3,0,22,13,,0,38,,
,TOTAL,,2,1,67,30,,9,5,57,29,,0,100,,
11ICL2,1,1,,,,1,,,,,1,,,1,,
,1,2,,,,1,,,,,1,,,1,,
,1,3,,,1,,,,,,1,,,1,,
,1,4,,,,1,,,,,1,,,1,,
,1,5,,,,1,,,,,1,,,1,,
,1,6,,,1,,,,,,1,,,1,,
,1,7,,,,1,,,,,1,,,1,,
,1,8,,,,1,,,,,1,,,1,,
,1,9,,,,1,,,,,1,,,1,,
,1,10,,,1,,,,,1,,,,1,,
,1,11,,1,,,,,,1,,,,1,,
,1,12,,,1,,,,,1,,,,1,,
,1,13,,1,,,,,,,1,,,1,,
,1,14,,,1,,,,,1,,,,1,,
,1,15,,,,1,,,,1,,,,1,,
,1,16,,,1,,,,,1,,,,1,,
,1,17,,,,1,,,,,1,,,1,,
,1,18,,,1,,,,,,1,,,1,,
,1,19,,,,1,,,,1,,,,1,,
,1,20,,,1,,,,,1,,,,1,,
,1,21,,,,1,,,,,1,,,1,,
,1,22,,,,1,,,,,1,,,1,,
,1,23,,,1,,,,,1,,,,1,,
,1,24,,,1,,,,,1,,,,1,,
,1,25,,,,1,,,,,1,,,1,,
,1,26,,,1,,,,,,1,,,1,,
,1,27,,,1,,,,,1,,,,1,,
,1,28,,,,1,,,,,1,,,1,,
,1,29,,,,1,,,,,1,,,1,,
,1,30,,,1,,,,,1,,,,1,,
,1,31,,,1,,,,,,1,,,1,,
,1,32,,,,1,,,,,1,,,1,,
,1,33,,,,1,,,,,1,,,1,,
,1,34,,,,1,,,,1,,,,1,,
,1,35,,,,1,,,,,1,,,1,,
,2,1,,,,1,,,,1,,,,1,,
,2,2,,,,1,,,,1,,,,1,,
,2,3,,1,,,,,,1,,,,1,,
,2,4,,1,,,,,,1,,,,1,,
,2,5,,,1,,,,,,1,,,1,,
,2,6,,,,1,,,,1,,,,1,,
,2,7,,,,1,,,,1,,,,1,,
,2,8,,,1,,,,,,1,,,1,,
,2,9,,,1,,,,,,1,,,1,,
,2,10,,1,,,,,,,1,,,1,,
,2,11,,,1,,,,,,1,,,1,,
,2,12,,,,1,,,,,1,,,1,,
,2,13,,,1,,,,,,1,,,1,,
,2,14,,,1,,,,,,1,,,1,,
,2,15,,,,1,,,,1,,,,1,,
,2,16,,,,1,,,,1,,,,1,,
,2,17,,,,1,,,1,,,,,1,,
,2,18,,,1,,,,,,1,,,1,,
,2,19,,,1,,,,,,1,,,1,,
,2,20,,,,1,,,,1,,,,1,,
,2,21,,,1,,,,,,1,,,1,,
,2,22,,,1,,,,,1,,,,1,,
,2,23,,,1,,,,,,1,,,1,,
,2,24,,,,1,,,,1,,,,1,,
,2,25,,,,1,,,1,,,,,1,,
,2,26,,,1,,,,,1,,,,1,,
,2,27,,,1,,,,,,1,,,1,,
,2,28,,,1,,,,,,1,,,1,,
,2,29,,,1,,,,,1,,,,1,,
,2,30,,,1,,,,,1,,,,1,,
,2,31,,,,1,,,1,,,,,1,,
,2,32,,,,1,,,,,1,,,1,,
,2,33,,,1,,,,,,1,,,1,,
,2,34,,,1,,,,,1,,,,1,,
,2,35,,,,1,,,,,1,,,1,,
,3,1,,,1,,,,,,1,,,1,,
,3,2,,,,1,,,1,,,,,1,,
,3,3,,,1,,,,1,,,,,1,,
,3,4,,,,1,,,,,1,,,1,,
,3,5,,,,1,,,,,1,,,1,,
,3,6,,,1,,,,,1,,,,1,,
,3,7,,,1,,,,,,1,,,1,,
,3,8,,,,1,,,,,1,,,1,,
,3,9,,,1,,,,,,1,,,1,,
,3,10,,,1,,,,,1,,,,1,,
,3,11,,,,1,,,,,1,,,1,,
,3,12,,,,1,,,,1,,,,1,,
,3,13,,,,1,,,,,1,,,1,,
,3,14,,,,1,,,,,1,,,1,,
,3,15,,,1,,,,,,1,,,1,,
,3,16,,,,1,,,,,1,,,1,,
,3,17,,,,1,,,,,1,,,1,,
,3,18,,,,1,,,,,1,,,1,,
,3,19,,,1,,,,,,1,,,1,,
,3,20,,,1,,,,,1,,,,1,,
,3,21,,,1,,,,,,1,,,1,,
,3,22,,,1,,,,,,1,,,1,,
,3,23,,,,1,,,,1,,,,1,,
,3,24,,,1,,,,,,1,,,1,,
,3,25,,,1,,,,,,1,,,1,,
,3,26,,,,1,,,,,1,,,1,,
,3,27,,,,1,,,,,1,,,1,,
,3,28,,,,1,,,,,1,,,1,,
,3,29,,,1,,,,,,1,,,1,,
,3,30,,,,1,,,,,1,,,1,,
,Total slide 1,,0,2,14,19,,0,0,13,22,,0,35,,
,Total slide 2,,0,3,18,14,,0,3,15,17,,0,35,,
,Total slide 3,,0,0,14,16,,0,2,5,23,,0,30,,
,TOTAL,,0,5,46,49,,0,5,33,62,,0,100,,
4OMR1,1,1,,,1,,,,,1,,,,1,,
,1,2,,,,1,,,,1,,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,,1,,,1,,,,,1,,
,1,5,,,,1,,,,1,,,,1,,
,1,6,,,,1,,,,1,,,,1,,
,1,7,,,1,,,,,1,,,,1,,
,1,8,,,,1,,,1,,,,,1,,
,1,9,,,,1,,,,1,,,,1,,
,1,10,,,,1,,,,1,,,,1,,
,1,11,,,,1,,1,,,,,,1,,
,1,12,,,,1,,,,1,,,,1,,
,1,13,,,,1,,,1,,,,,1,,
,1,14,,,1,,,,,1,,,,1,,
,1,15,,,,1,,,,1,,,,1,,
,1,16,,,,1,,,,1,,,,1,,
,1,17,,,,1,,,,1,,,,1,,
,1,18,,,,1,,,,1,,,,1,,
,1,19,,,,1,,,,1,,,,1,,
,1,20,,,,1,,,,1,,,,1,,
,1,21,,,,1,,,,1,,,,1,,
,1,22,,,,1,,1,,,,,,1,,
,1,23,,,,1,,,,1,,,,1,,
,1,24,,,,1,,,,1,,,,1,,
,1,25,,,,1,,,,1,,,,1,,
,1,26,,,,1,,,,,1,,,1,,
,1,27,,,,1,,,,1,,,,1,,
,1,28,,,1,,,,,1,,,,1,,
,1,29,,,,1,,,,1,,,,1,,
,1,30,,,,1,,,,1,,,,1,,
,1,31,,,,1,,,1,,,,,1,,
,1,32,,,,1,,,,1,,,,1,,
,1,33,,,,1,,,1,,,,,1,,
,1,34,,,,1,,,,1,,,,1,,
,2,1,,,,1,,,,1,,,,1,,
,2,2,,,,1,,,,1,,,,1,,
,2,3,,,,1,,,,1,,,,1,,
,2,4,,,1,,,,,1,,,,1,,
,2,5,,,,1,,,,1,,,,1,,
,2,6,,,1,,,,,1,,,,1,,
,2,7,,,,1,,,,1,,,,1,,
,2,8,,,,1,,,,1,,,,1,,
,2,9,,,,1,,,1,,,,,1,,
,2,10,,,,1,,,,1,,,,1,,
,2,11,,,,1,,,1,,,,,1,,
,2,12,,,,1,,,,1,,,,1,,
,2,13,,,,1,,,,1,,,,1,,
,2,14,,,,1,,,1,,,,,1,,
,2,15,,,1,,,,,1,,,,1,,
,2,16,,,,1,,,1,,,,,1,,
,2,17,,,,1,,,,1,,,,1,,
,2,18,,,,1,,,1,,,,,1,,
,2,19,,,,1,,,,1,,,,1,,
,2,20,,,,1,,,,1,,,,1,,
,2,21,,,,1,,,,1,,,,1,,
,2,22,,,,1,,,,1,,,,1,,
,2,23,,,1,,,,,,1,,,1,,
,2,24,,,1,,,,,,1,,,1,,
,2,25,,,1,,,,,1,,,,1,,
,2,26,,,,1,,,,1,,,,1,,
,2,27,,,,1,,,,1,,,,1,,
,2,28,,,,1,,,,1,,,,1,,
,2,29,,,,1,,,1,,,,,1,,
,2,30,,,,1,,,1,,,,,1,,
,2,31,,,,1,,,1,,,,,1,,
,2,32,,,1,,,,,1,,,,1,,
,2,33,,,1,,,,,1,,,,1,,
,3,1,,,,1,,,,1,,,,1,,
,3,2,,,1,,,,,1,,,,1,,
,3,3,,,1,,,,1,,,,,1,,
,3,4,,,1,,,,,1,,,,1,,
,3,5,,,,1,,,,1,,,,1,,
,3,6,,,,1,,,,1,,,,1,,
,3,7,,,,1,,,1,,,,,1,,
,3,8,,,1,,,,,1,,,,1,,
,3,9,,,,1,,,,1,,,,1,,
,3,10,,,,1,,,,1,,,,1,,
,3,11,,,,1,,,,1,,,,1,,
,3,12,,,,1,,,,1,,,,1,,
,3,13,,,,1,,,,1,,,,1,,
,3,14,,,,1,,,,1,,,,1,,
,3,15,,,,1,,,,1,,,,1,,
,3,16,,,,1,,,,1,,,,1,,
,3,17,,,,1,,,,1,,,,1,,
,3,18,,,,1,,,,1,,,,1,,
,3,19,,,,1,,,,1,,,,1,,
,3,20,,,,1,,,,1,,,,1,,
,3,21,,,1,,,,1,,,,,1,,
,3,22,,,,1,,,,1,,,,1,,
,3,23,,,,1,,,,1,,,,1,,
,3,24,,,,1,,,,1,,,,1,,
,3,25,,,,1,,,,1,,,,1,,
,3,26,,,,1,,,1,,,,,1,,
,3,27,,,,1,,,1,,,,,1,,
,3,28,,,,1,,,,1,,,,1,,
,3,29,,,,1,,,,1,,,,1,,
,3,30,,,,1,,,,1,,,,1,,
,3,31,,,,1,,,,1,,,,1,,
,3,32,,,1,,,,,,1,,,1,,
,3,33,,,,1,,,,1,,,,1,,
,Total slide 1,,0,0,5,29,,2,5,26,1,,0,34,,
,Total slide 2,,0,0,8,25,,0,8,23,2,,0,33,,
,Total slide 3,,0,0,6,27,,0,5,27,1,,0,33,,
,TOTAL,,0,0,19,81,,2,18,76,4,,0,100,,
11IGA3,1,1,,,1,,,,,1,,,,1,,
,1,2,,,,1,,,,,1,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,,1,,,,1,,,,1,,
,1,5,,,1,,,,,,1,,,1,,
,1,6,,,,1,,,,1,,,,1,,
,1,7,,,1,,,,,,1,,,1,,
,1,8,,,1,,,,,,1,,,1,,
,1,9,,,,1,,,,,1,,,1,,
,1,10,,,1,,,,1,,,,,1,,
,1,11,,,1,,,,,1,,,,1,,
,1,12,,,,1,,,,,1,,,1,,
,1,13,,,,1,,,,1,,,,1,,
,1,14,,,1,,,,,1,,,,1,,
,1,15,,,1,,,,,1,,,,1,,
,1,16,,,1,,,,,,1,,,1,,
,1,17,,,,1,,,,1,,,,1,,
,1,18,,,1,,,,,,1,,,1,,
,1,19,,,1,,,,,,1,,,1,,
,1,20,,,1,,,,,,1,,,1,,
,1,21,,,,1,,,,1,,,,1,,
,1,22,,,1,,,,,1,,,,1,,
,1,23,,,1,,,,,1,,,,1,,
,1,24,,,1,,,,1,,,,,1,,
,1,25,,,,1,,,,,1,,,1,,
,1,26,,,1,,,,,1,,,,1,,
,1,27,,,1,,,,,1,,,,1,,
,1,28,,,,1,,,,,1,,,1,,
,1,29,,,,1,,,,1,,,,1,,
,1,30,,,1,,,,,1,,,,1,,
,1,31,,,1,,,,,1,,,,1,,
,1,32,,,1,,,,,1,,,,1,,
,1,33,,,1,,,,,,1,,,1,,
,1,34,,,1,,,,,1,,,,1,,
,2,1,,,,1,,,,,1,,,1,,
,2,2,,,,1,,,,1,,,,1,,
,2,3,,,1,,,,,,1,,,1,,
,2,4,,,1,,,,,1,,,,1,,
,2,5,,,,1,,,,,1,,,1,,
,2,6,,,,1,,,,,1,,,1,,
,2,7,,,1,,,,,,1,,,1,,
,2,8,,,,1,,,,1,,,,1,,
,2,9,,,1,,,,,,1,,,1,,
,2,10,,,,1,,,,1,,,,1,,
,2,11,,,,1,,,,,1,,,1,,
,2,12,,,,1,,,,,1,,,1,,
,2,13,,,1,,,,,1,,,,1,,
,2,14,,,1,,,,,,1,,,1,,
,2,15,,,1,,,,,,1,,,1,,
,2,16,,,1,,,,,,1,,,1,,
,2,17,,,,1,,,,,1,,,1,,
,2,18,,,,1,,,,,1,,,1,,
,2,19,,,1,,,,,1,,,,1,,
,2,20,,,,1,,,,1,,,,1,,
,2,21,,,,1,,,,1,,,,1,,
,2,22,,,1,,,,,,1,,,1,,
,2,23,,,,1,,,,1,,,,1,,
,2,24,,,,1,,,,,1,,,1,,
,2,25,,,,1,,,,1,,,,1,,
,2,26,,,,1,,,,1,,,,1,,
,2,27,,,1,,,,,,1,,,1,,
,2,28,,,1,,,,1,,,,,1,,
,2,29,,,,1,,,,,1,,,1,,
,2,30,,,1,,,,,,1,,,1,,
,2,31,,,1,,,,,,1,,,1,,
,2,32,,,,1,,,,,1,,,1,,
,2,33,,,1,,,,,1,,,,1,,
,3,1,,,1,,,,,,1,,,1,,
,3,2,,,,1,,,,1,,,,1,,
,3,3,,,1,,,,,1,,,,1,,
,3,4,,,1,,,,,1,,,,1,,
,3,5,,,,1,,,,1,,,,1,,
,3,6,,,1,,,,,,1,,,1,,
,3,7,,,1,,,,,,1,,,1,,
,3,8,,,1,,,,,1,,,,1,,
,3,9,,,,1,,,,,1,,,1,,
,3,10,,,,1,,,,1,,,,1,,
,3,11,,,,1,,,,,1,,,1,,
,3,12,,,1,,,,,1,,,,1,,
,3,13,,,,1,,,,,1,,,1,,
,3,14,,,,1,,,,1,,,,1,,
,3,15,,,1,,,,,,1,,,1,,
,3,16,,,,1,,,,1,,,,1,,
,3,17,,,1,,,,,,1,,,1,,
,3,18,,,,1,,,,1,,,,1,,
,3,19,,,,1,,,,1,,,,1,,
,3,20,,,1,,,,,,1,,,1,,
,3,21,,,,1,,,,1,,,,1,,
,3,22,,,1,,,,,1,,,,1,,
,3,23,,,1,,,,,,1,,,1,,
,3,24,,,,1,,,,,1,,,1,,
,3,25,,,1,,,,,1,,,,1,,
,3,26,,,,1,,,,1,,,,1,,
,3,27,,,1,,,,,,1,,,1,,
,3,28,,,,1,,,,1,,,,1,,
,3,29,,,,1,,,,1,,,,1,,
,3,30,,,1,,,,,,1,,,1,,
,3,31,,,1,,,,,,1,,,1,,
,3,32,,,,1,,,,,1,,,1,,
,3,33,,,,1,,,,,1,,,1,,
,Total slide 1,,0,0,23,11,,0,2,19,13,,0,34,,
,Total slide 2,,0,0,15,18,,0,1,12,20,,0,33,,
,Total slide 3,,0,0,16,17,,0,0,17,16,,0,33,,
,TOTAL,,0,0,54,46,,0,3,48,49,,0,100,,
10OAH2,1,1,,,1,,,,,,1,,,1,,
,1,2,,,1,,,,,,1,,,1,,
,1,3,,,1,,,,,,1,,,1,,
,1,4,,,1,,,,,1,,,,1,,
,1,5,,,1,,,,,,1,,,1,,
,1,6,,,1,,,,,,1,,,1,,
,1,7,,,1,,,,,,1,,,1,,
,1,8,,,1,,,,,,1,,,1,,
,1,9,,,1,,,,,,1,,,1,,
,1,10,,,1,,,,,1,,,,1,,
,1,11,,,1,,,,,,1,,,1,,
,1,12,,,1,,,,,1,,,,1,,
,1,13,,,1,,,,,,1,,,1,,
,1,14,,,1,,,,1,,,,,1,,
,1,15,,,1,,,,,,1,,,1,,
,1,16,,,1,,,,,,1,,,1,,
,1,17,,,1,,,,,,1,,,1,,
,1,18,,,1,,,,,,1,,,1,,
,1,19,,,1,,,,,,1,,,1,,
,1,20,,,1,,,,,,1,,,1,,
,1,21,,,,1,,,,,1,,,1,,
,1,22,,,1,,,,,,1,,,1,,
,1,23,,,,1,,,,1,,,,1,,
,1,24,,,1,,,,,1,,,,1,,
,1,25,,,1,,,,,,1,,,1,,
,1,26,,,1,,,,,,1,,,1,,
,1,27,,,1,,,,,1,,,,1,,
,1,28,,,1,,,,,,1,,,1,,
,1,29,,,1,,,,,1,,,,1,,
,1,30,,,,1,,,,,1,,,1,,
,1,31,,,1,,,,,,1,,,1,,
,1,32,,,1,,,,,,1,,,1,,
,1,33,,,1,,,,,,1,,,1,,
,1,34,,,1,,,,1,,,,,1,,
,1,35,,,1,,,,,1,,,,1,,
,2,1,,,1,,,,,1,,,,1,,
,2,2,,,1,,,,,,1,,,1,,
,2,3,,,,1,,,,,1,,,1,,
,2,4,,,1,,,,,,1,,,1,,
,2,5,,,1,,,,,1,,,,1,,
,2,6,,,1,,,,,,1,,,1,,
,2,7,,,,1,,,,,1,,,1,,
,2,8,,,1,,,,,1,,,,1,,
,2,9,,,1,,,,,,1,,,1,,
,2,10,,,,1,,,,1,,,,1,,
,2,11,,,1,,,,,,1,,,1,,
,2,12,,1,,,,,,,1,,,1,,
,2,13,,,,1,,,,,1,,,1,,
,2,14,,,1,,,,,,1,,,1,,
,2,15,,,1,,,,,,1,,,1,,
,2,16,,,1,,,,,,1,,,1,,
,2,17,,,1,,,,,,1,,,1,,
,2,18,,,1,,,,,,1,,,1,,
,2,19,,,,1,,,,1,,,,1,,
,2,20,,,,1,,,,1,,,,1,,
,2,21,,,1,,,,,,1,,,1,,
,2,22,,,1,,,,,,1,,,1,,
,2,23,,,1,,,,,,1,,,1,,
,2,24,,,1,,,,,,1,,,1,,
,2,25,,,1,,,,,,1,,,1,,
,2,26,,,1,,,,,,1,,,1,,
,2,27,,,1,,,,,1,,,,1,,
,2,28,,,,1,,,,,1,,,1,,
,2,29,,,1,,,,,1,,,,1,,
,2,30,,,1,,,,,,1,,,1,,
,2,31,,,1,,,,,,1,,,1,,
,2,32,,,1,,,,,,1,,,1,,
,2,33,,,1,,,,,,1,,,1,,
,2,34,,,1,,,,,,1,,,1,,
,2,35,,,1,,,,,,1,,,1,,
,3,1,,,1,,,,,1,,,,1,,
,3,2,,,,1,,,,,1,,,1,,
,3,3,,,,1,,,,,1,,,1,,
,3,4,,,1,,,,,,1,,,1,,
,3,5,,,,1,,,,,1,,,1,,
,3,6,,,,1,,,,,1,,,1,,
,3,7,,,,1,,,,,1,,,1,,
,3,8,,,1,,,,,,1,,,1,,
,3,9,,,1,,,,,,1,,,1,,
,3,10,,,1,,,,,,1,,,1,,
,3,11,,,,1,,,,1,,,,1,,
,3,12,,,,1,,,,,1,,,1,,
,3,13,,,1,,,,,,1,,,1,,
,3,14,,,1,,,,,,1,,,1,,
,3,15,1,,,,,,,,1,,,1,,
,3,16,,,,1,,,,1,,,,1,,
,3,17,,,1,,,,,,1,,,1,,
,3,18,,,1,,,,,,1,,,1,,
,3,19,,,1,,,,,,1,,,1,,
,3,20,,,1,,,,,1,,,,1,,
,3,21,,,1,,,,,1,,,,1,,
,3,22,,,1,,,,,,1,,,1,,
,3,23,1,,,,,,,,1,,,1,,
,3,24,,,1,,,,,,1,,,1,,
,3,25,,,,1,,,,,1,,,1,,
,3,26,,,1,,,,,1,,,,1,,
,3,27,,,1,,,,,,1,,,1,,
,3,28,,,1,,,,,,1,,,1,,
,3,29,,,1,,,,,,1,,,1,,
,3,30,,,1,,,,,,1,,,1,,
,Total slide 1,,0,0,32,3,,0,2,8,25,,0,35,,
,Total slide 2,,0,1,27,7,,0,0,8,27,,0,35,,
,Total slide 3,,2,0,19,9,,0,0,6,24,,0,30,,
,TOTAL,,2,1,78,19,,0,2,22,76,,0,100,,
4IAH2,1,1,,,,1,,,,,1,,,1,,
,1,2,,,,1,,,,1,,,,1,,
,1,3,,,1,,,,,,1,,,1,,
,1,4,,,,1,,,,1,,,,1,,
,1,5,,,,1,,,,,1,,,1,,
,1,6,,,,1,,,,,1,,,1,,
,1,7,,,,1,,,,,1,,,1,,
,1,8,,,,1,,,,,1,,,1,,
,1,9,,,,1,,,,,1,,,1,,
,1,10,,,,1,,,,,1,,,1,,
,1,11,,,,1,,,,,1,,,1,,
,1,12,,,1,,,,,,1,,,1,,
,1,13,,,,1,,,,1,,,,1,,
,1,14,,,,1,,,,1,,,,1,,
,1,15,,,,1,,,,,1,,,1,,
,1,16,,,,1,,,,1,,,,1,,
,1,17,,,,1,,,,,1,,,1,,
,1,18,,,,1,,,,,1,,,1,,
,1,19,,,,1,,,,,1,,,1,,
,1,20,,,,1,,,,,1,,,1,,
,1,21,,,,1,,,,,1,,,1,,
,1,22,,,,1,,,,,1,,,1,,
,1,23,,,1,,,,,,1,,,1,,
,1,24,,,,1,,,,,1,,,1,,
,1,25,,,,1,,,,,1,,,1,,
,1,26,,,,1,,,,,1,,,1,,
,1,27,,,,1,,,,1,,,,1,,
,1,28,,,,1,,,,1,,,,1,,
,1,29,,,,1,,,,1,,,,1,,
,1,30,,,1,,,,,,1,,,1,,
,1,31,,,,1,,,,,1,,,1,,
,1,32,,,,1,,,,1,,,,1,,
,1,33,,,,1,,,,,1,,,1,,
,1,34,,,,1,,,,,1,,,1,,
,1,35,,,,1,,,,,1,,,1,,
,2,1,,,1,,,,,1,,,,1,,
,2,2,,,,1,,,,,1,,,1,,
,2,3,,,,1,,,,,1,,,1,,
,2,4,,,,1,,,,1,,,,1,,
,2,5,,,,1,,,,,1,,,1,,
,2,6,,,,1,,,,,1,,,1,,
,2,7,,,,1,,,,,1,,,1,,
,2,8,,,,1,,,,,1,,,1,,
,2,9,,,,1,,,,1,,,,1,,
,2,10,,,,1,,,,,1,,,1,,
,2,11,,,,1,,,,,1,,,1,,
,2,12,,,,1,,,,1,,,,1,,
,2,13,,,,1,,,,1,,,,1,,
,2,14,,,1,,,,,1,,,,1,,
,2,15,,,,1,,,,1,,,,1,,
,2,16,,,,1,,,,,1,,,1,,
,2,17,,,,1,,,,,1,,,1,,
,2,18,,,1,,,,,,1,,,1,,
,2,19,,,,1,,,,,1,,,1,,
,2,20,,,,1,,,,,1,,,1,,
,2,21,,,,1,,,,,1,,,1,,
,2,22,,,,1,,,,1,,,,1,,
,2,23,,,,1,,,,,1,,,1,,
,2,24,,,,1,,,,1,,,,1,,
,2,25,,,,1,,,,1,,,,1,,
,2,26,,,,1,,,,,1,,,1,,
,2,27,,,1,,,,,,1,,,1,,
,2,28,,,1,,,,,1,,,,1,,
,2,29,,,,1,,,,,1,,,1,,
,2,30,,,,1,,,,,1,,,1,,
,2,31,,,1,,,,,,1,,,1,,
,2,32,,,,1,,,,,1,,,1,,
,2,33,,,,1,,,,,1,,,1,,
,2,34,,,1,,,,,,1,,,1,,
,2,35,,,1,,,,1,,,,,1,,
,3,1,,,,1,,,,1,,,,1,,
,3,2,,,,1,,,,,1,,,1,,
,3,3,,,,1,,,,1,,,,1,,
,3,4,,,,1,,,,,1,,,1,,
,3,5,,,,1,,,,,1,,,1,,
,3,6,,,,1,,,,,1,,,1,,
,3,7,,,1,,,,,1,,,,1,,
,3,8,,,1,,,,,1,,,,1,,
,3,9,,,,1,,,,1,,,,1,,
,3,10,,,,1,,,,1,,,,1,,
,3,11,,,1,,,,,,1,,,1,,
,3,12,,,1,,,,,,1,,,1,,
,3,13,,,1,,,,,,1,,,1,,
,3,14,,,1,,,,,1,,,,1,,
,3,15,,,,1,,,,,1,,,1,,
,3,16,,,1,,,,,,1,,,1,,
,3,17,,,,1,,,,,1,,,1,,
,3,18,,,,1,,,,1,,,,1,,
,3,19,,,,1,,,,,1,,,1,,
,3,20,,,,1,,,,,1,,,1,,
,3,21,,,,1,,,,1,,,,1,,
,3,22,,,,1,,,,,1,,,1,,
,3,23,,,,1,,,,,1,,,1,,
,3,24,,,,1,,,,,1,,,1,,
,3,25,,1,,,,,,1,,,,1,,
,3,26,,,,1,,,,1,,,,1,,
,3,27,,,1,,,,,1,,,,1,,
,3,28,,,1,,,,,1,,,,1,,
,3,29,,,,1,,,,,1,,,1,,
,3,30,,,,1,,,,1,,,,1,,
,Total slide 1,,0,0,4,31,,0,0,9,26,,0,35,,
,Total slide 2,,0,0,8,27,,0,1,11,23,,0,35,,
,Total slide 3,,0,1,9,20,,0,0,14,16,,0,30,,
,TOTAL,,0,1,21,78,,0,1,34,65,,0,100,,
3ICL1b,1,1,,,1,,,,,,1,,,1,,
,1,2,,,,1,,,,,1,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,,1,,,,,1,,,1,,
,1,5,,,,1,,,,,1,,,1,,
,1,6,,,,1,,,,,1,,,1,,
,1,7,,,,1,,,,,1,,,1,,
,1,8,,,,1,,,,,1,,,1,,
,1,9,,,1,,,,,,1,,,1,,
,1,10,,,,1,,,,,1,,,1,,
,1,11,,,,1,,,,,1,,,1,,
,1,12,,,,1,,,,,1,,,1,,
,1,13,,,,1,,,,,1,,,1,,
,1,14,,,,1,,,,,1,,,1,,
,1,15,,,,1,,,,,1,,,1,,
,1,16,,,,1,,,,,1,,,1,,
,1,17,,,,1,,,,,1,,,1,,
,1,18,,,,1,,,,,1,,,1,,
,1,19,,,,1,,,,1,,,,1,,
,1,20,,,,1,,,,,1,,,1,,
,1,21,,,,1,,,,,1,,,1,,
,1,22,,,,1,,,,,1,,,1,,
,1,23,,,,1,,,,,1,,,1,,
,1,24,,,1,,,,,,1,,,1,,
,1,25,,,,1,,,,,1,,,1,,
,1,26,,,,1,,,,,1,,,1,,
,1,27,,,,1,,,,,1,,,1,,
,1,28,,,,1,,,,,1,,,1,,
,1,29,,,,1,,,,,1,,,1,,
,1,30,,,,1,,,,,1,,,1,,
,1,31,,,,1,,,,,1,,,1,,
,1,32,,,,1,,,,,1,,,1,,
,1,33,,,1,,,,,,1,,,1,,
,1,34,,,1,,,,,,1,,,1,,
,1,35,,,1,,,,,,1,,,1,,
,2,1,,,,1,,,,,1,,,1,,
,2,2,,,,1,,,,,1,,,1,,
,2,3,,,,1,,,,,1,,,1,,
,2,4,,,,1,,,,,1,,,1,,
,2,5,,,,1,,,,,1,,,1,,
,2,6,,,,1,,,,,1,,,1,,
,2,7,,,,1,,,,,1,,,1,,
,2,8,,,,1,,,,,1,,,1,,
,2,9,,,1,,,,,,1,,,1,,
,2,10,,,1,,,,,,1,,,1,,
,2,11,,,,1,,,,,1,,,1,,
,2,12,,,,1,,,,,1,,,1,,
,2,13,,,,1,,,,,1,,,1,,
,2,14,,,1,,,,,,1,,,1,,
,2,15,,,,1,,,,,1,,,1,,
,2,16,,,1,,,,,,1,,,1,,
,2,17,,, ,1,,,,,1,,,1,,
,2,18,,,,1,,,,,1,,,1,,
,2,19,,,,1,,,,,1,,,1,,
,2,20,,,,1,,,,,1,,,1,,
,2,21,,,,1,,,,,1,,,1,,
,2,22,,,,1,,,,,1,,,1,,
,2,23,,,,1,,,,,1,,,1,,
,2,24,,,,1,,,,,1,,,1,,
,2,25,,,,1,,,,,1,,,1,,
,2,26,,,,1,,,,,1,,,1,,
,2,27,,,,1,,,,,1,,,1,,
,2,28,,,,1,,,,,1,,,1,,
,2,29,,,,1,,,,,1,,,1,,
,2,30,,,,1,,,,,1,,,1,,
,2,31,,,,1,,,,,1,,,1,,
,2,32,,,,1,,,,,1,,,1,,
